
; <<>> DiG 9.8.4-rpz2+rl005.12-P1 <<>> +time=1 axfr xmu.edu.cn @dns1.xmu.edu.cn.
;; global options: +cmd
xmu.edu.cn.		86400	IN	SOA	xmu.edu.cn. ftpadm.xmu.edu.cn. 2015020910 10800 3600 4320000 86400
xmu.edu.cn.		86400	IN	TXT	"v=spf1 a mx ~all"
bio.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
biocomputing.xmu.edu.cn. 86400	IN	A	121.192.180.198
bioinf.xmu.edu.cn.	86400	IN	A	121.192.179.203
biomed.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
bionanochemeng.xmu.edu.cn. 86400 IN	CNAME	mel.xmu.edu.cn.
biophys.xmu.edu.cn.	86400	IN	CNAME	webnt.xmu.edu.cn.
bj.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bjb.xmu.edu.cn.		86400	IN	CNAME	vhost-l1.xmu.edu.cn.
bk.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bkjw.xmu.edu.cn.	86400	IN	A	210.34.0.86
bkjz.xmu.edu.cn.	86400	IN	A	121.192.190.101
bkpg.xmu.edu.cn.	86400	IN	CNAME	webnt.xmu.edu.cn.
bkxk.xmu.edu.cn.	86400	IN	A	210.34.0.38
bkxkOLD.xmu.edu.cn.	86400	IN	A	210.34.0.83
bkxkOLD.xmu.edu.cn.	86400	IN	A	210.34.0.84
bkxkOLD.xmu.edu.cn.	86400	IN	A	210.34.0.85
bkxkOLD.xmu.edu.cn.	86400	IN	A	210.34.0.94
bkxkOLD.xmu.edu.cn.	86400	IN	A	210.34.0.95
bkxkOLD.xmu.edu.cn.	86400	IN	A	210.34.0.96
bl.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bliss.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
blogs.xmu.edu.cn.	86400	IN	CNAME	home.xmu.edu.cn.
bm.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
bmi.xmu.edu.cn.		86400	IN	A	121.192.180.253
bmxt.xmu.edu.cn.	86400	IN	A	121.192.191.165
bn.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bo.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
boya.xmu.edu.cn.	86400	IN	A	121.192.180.164
bp.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bq.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
br.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bren.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
bs.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bst.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
bt.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bu.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bv.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bw.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bx.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
by.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
bz.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
c8o.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
ca.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
candor.xmu.edu.cn.	86400	IN	A	121.192.177.57
capclc.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
car.xmu.edu.cn.		86400	IN	CNAME	eguard.xmu.edu.cn.
careersm2.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
carws.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
cas.xmu.edu.cn.		86400	IN	CNAME	acccen.xmu.edu.cn.
case.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
casi.xmu.edu.cn.	86400	IN	CNAME	ccam.xmu.edu.cn.
cast.xmu.edu.cn.	86400	IN	A	59.77.17.120
cat.xmu.edu.cn.		86400	IN	A	210.34.6.196
catalog.xmu.edu.cn.	86400	IN	CNAME	sunlib.xmu.edu.cn.
cb.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cbe.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
cc.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
ccam.xmu.edu.cn.	86400	IN	A	121.192.180.132
ccc.xmu.edu.cn.		86400	IN	CNAME	vhost-l1.xmu.edu.cn.
cccmr.xmu.edu.cn.	86400	IN	A	222.76.214.74
cce.xmu.edu.cn.		86400	IN	CNAME	vhost-l1.xmu.edu.cn.
cceer.xmu.edu.cn.	86400	IN	A	121.192.176.34
cceer-test.xmu.edu.cn.	86400	IN	CNAME	webplus.xmu.edu.cn.
ccii.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
ccs.xmu.edu.cn.		86400	IN	CNAME	infoweb.xmu.edu.cn.
ccsr.xmu.edu.cn.	86400	IN	A	222.76.201.88
cd.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cdmc.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
ce.xmu.edu.cn.		86400	IN	A	121.192.180.147
cea.xmu.edu.cn.		86400	IN	A	121.192.191.240
ced.xmu.edu.cn.		86400	IN	A	121.192.191.143
cee.xmu.edu.cn.		86400	IN	CNAME	coe.xmu.edu.cn.
cees.xmu.edu.cn.	86400	IN	CNAME	coe.xmu.edu.cn.
ceetw.xmu.edu.cn.	86400	IN	CNAME	coe.xmu.edu.cn.
cerd.xmu.edu.cn.	86400	IN	A	59.77.18.100
ces.xmu.edu.cn.		86400	IN	CNAME	jys.xmu.edu.cn.
cetl.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
cf.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cfcrs.xmu.edu.cn.	86400	IN	CNAME	webplus-s2.xmu.edu.cn.
cflc.xmu.edu.cn.	86400	IN	A	121.192.179.2
cflc2.xmu.edu.cn.	86400	IN	CNAME	webnt.xmu.edu.cn.
cfrc.xmu.edu.cn.	86400	IN	A	121.192.176.21
cg.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cgpde.xmu.edu.cn.	86400	IN	CNAME	mcm.xmu.edu.cn.
ch.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
chan.xmu.edu.cn.	86400	IN	CNAME	chjy.xmu.edu.cn.
charter.xmu.edu.cn.	86400	IN	CNAME	webplus.xmu.edu.cn.
che.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
chem.xmu.edu.cn.	86400	IN	A	121.192.177.10
chem-zzp.xmu.edu.cn.	86400	IN	CNAME	webplus.xmu.edu.cn.
chembio.xmu.edu.cn.	86400	IN	A	121.192.177.81
chemedu.xmu.edu.cn.	86400	IN	A	210.34.14.5
cheminfo.xmu.edu.cn.	86400	IN	A	210.34.0.32
chemistry.xmu.edu.cn.	86400	IN	A	121.192.177.81
chinatraining.xmu.edu.cn. 86400	IN	CNAME	webnt.xmu.edu.cn.
chinavr2015.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
chinese.xmu.edu.cn.	86400	IN	A	121.192.180.101
chjy.xmu.edu.cn.	86400	IN	A	210.34.21.150
chuangye2004.xmu.edu.cn. 86400	IN	CNAME	webnt.xmu.edu.cn.
chwang.xmu.edu.cn.	86400	IN	CNAME	rssi.xmu.edu.cn.
ci.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cia.xmu.edu.cn.		86400	IN	A	121.192.177.83
cicep.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
cies.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
ciests.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
cj.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cjrjz.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
cjy.xmu.edu.cn.		86400	IN	A	121.192.191.239
ck.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cl.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
classroom.xmu.edu.cn.	86400	IN	CNAME	metc.xmu.edu.cn.
cloud.xmu.edu.cn.	86400	IN	A	210.34.0.174
cloudcomputing.xmu.edu.cn. 86400 IN	A	210.34.5.215
clt.xmu.edu.cn.		86400	IN	A	121.192.180.213
clxs.xmu.edu.cn.	86400	IN	CNAME	webplus-s3.xmu.edu.cn.
cm.xmu.edu.cn.		86400	IN	CNAME	vhost-l1.xmu.edu.cn.
cm-test.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
cmaxmu.xmu.edu.cn.	86400	IN	CNAME	webplus.xmu.edu.cn.
cmi.xmu.edu.cn.		86400	IN	A	218.193.57.28
cmlab.xmu.edu.cn.	86400	IN	CNAME	webplus.xmu.edu.cn.
cmp.xmu.edu.cn.		86400	IN	A	121.192.177.195
cmr.xmu.edu.cn.		86400	IN	A	222.76.201.84
cmr2.xmu.edu.cn.	86400	IN	A	121.192.176.15
cmsam.xmu.edu.cn.	86400	IN	A	59.77.1.115
cn.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cn-scm.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
co.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
codi.xmu.edu.cn.	86400	IN	CNAME	comi.xmu.edu.cn.
coe.xmu.edu.cn.		86400	IN	A	121.192.178.8
coeoa.xmu.edu.cn.	86400	IN	CNAME	coe.xmu.edu.cn.
cogsci.xmu.edu.cn.	86400	IN	A	121.192.180.162
www.cogsci.xmu.edu.cn.	86400	IN	A	121.192.180.162
colr.xmu.edu.cn.	86400	IN	CNAME	webplus.xmu.edu.cn.
comdept.xmu.edu.cn.	86400	IN	A	210.34.18.61
comi.xmu.edu.cn.	86400	IN	A	121.192.178.246
comm.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
commercial-law.xmu.edu.cn. 86400 IN	A	210.34.12.31
comphys.xmu.edu.cn.	86400	IN	A	121.192.177.196
contactme.xmu.edu.cn.	86400	IN	A	210.34.218.164
coollizard.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
coon.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
copl.xmu.edu.cn.	86400	IN	CNAME	webplus.xmu.edu.cn.
cornell.xmu.edu.cn.	86400	IN	A	121.192.176.12
course.xmu.edu.cn.	86400	IN	A	121.192.180.41
cp.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cq.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cr.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
crc.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
crlhd.xmu.edu.cn.	86400	IN	A	121.192.180.102
cs.xmu.edu.cn.		86400	IN	A	59.77.8.9
www.cs.xmu.edu.cn.	86400	IN	A	210.34.0.31
cs8.xmu.edu.cn.		86400	IN	A	121.192.180.148
csc.xmu.edu.cn.		86400	IN	CNAME	webplus.xmu.edu.cn.
csd93.xmu.edu.cn.	86400	IN	A	210.34.0.36
csd94.xmu.edu.cn.	86400	IN	A	125.77.201.39
csdstu.xmu.edu.cn.	86400	IN	A	59.77.8.9
cse.xmu.edu.cn.		86400	IN	CNAME	webplus.xmu.edu.cn.
csixxxv.xmu.edu.cn.	86400	IN	A	210.34.0.157
csrc.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
ct.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
ctc.xmu.edu.cn.		86400	IN	CNAME	ftcc.xmu.edu.cn.
ctld.xmu.edu.cn.	86400	IN	A	121.192.190.100
ctmip.xmu.edu.cn.	86400	IN	A	59.77.6.63
ctwr.xmu.edu.cn.	86400	IN	A	121.192.179.84
cu.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cuma.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
cv.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cvrs2012.xmu.edu.cn.	86400	IN	CNAME	rssi.xmu.edu.cn.
cvrs2014.xmu.edu.cn.	86400	IN	CNAME	rssi.xmu.edu.cn.
cvrs2015.xmu.edu.cn.	86400	IN	CNAME	rssi.xmu.edu.cn.
cw.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cwc.xmu.edu.cn.		86400	IN	A	121.192.190.225
cwckyys.xmu.edu.cn.	86400	IN	A	121.192.190.226
cwcquery.xmu.edu.cn.	86400	IN	A	172.16.78.39
cwcwsbx.xmu.edu.cn.	86400	IN	A	121.192.190.227
cwcwssb.xmu.edu.cn.	86400	IN	A	121.192.190.223
cwh.xmu.edu.cn.		86400	IN	A	121.192.190.42
cwhvpn.xmu.edu.cn.	86400	IN	A	121.192.190.43
cwlms.xmu.edu.cn.	86400	IN	A	210.34.219.86
cwlms2.xmu.edu.cn.	86400	IN	CNAME	mgmt2.xmu.edu.cn.
cx.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cxc.xmu.edu.cn.		86400	IN	A	210.34.0.72
cxw.xmu.edu.cn.		86400	IN	CNAME	vsec.xmu.edu.cn.
cxwtest.xmu.edu.cn.	86400	IN	A	121.192.180.42
cxzy.xmu.edu.cn.	86400	IN	A	210.34.0.170
cy.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
cyh.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
cz.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
czx.xmu.edu.cn.		86400	IN	A	121.192.176.39
czyz.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
da.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dachao.xmu.edu.cn.	86400	IN	A	210.34.0.223
dag.xmu.edu.cn.		86400	IN	A	210.34.0.191
data.xmu.edu.cn.	86400	IN	CNAME	length.xmu.edu.cn.
database.xmu.edu.cn.	86400	IN	CNAME	length.xmu.edu.cn.
datamining.xmu.edu.cn.	86400	IN	A	121.192.180.205
db.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dblab.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
dc.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
dcc.xmu.edu.cn.		86400	IN	CNAME	lawnet.xmu.edu.cn.
dd.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
ddh10.xmu.edu.cn.	86400	IN	CNAME	webplus-s2.xmu.edu.cn.
de.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
deity.xmu.edu.cn.	86400	IN	CNAME	vhost-l1.xmu.edu.cn.
design.xmu.edu.cn.	86400	IN	CNAME	webnt.xmu.edu.cn.
dev.xmu.edu.cn.		86400	IN	A	210.34.6.2
df.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dg.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dgd.xmu.edu.cn.		86400	IN	CNAME	coe.xmu.edu.cn.
dh.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
di.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dialradius.xmu.edu.cn.	86400	IN	A	210.34.0.61
did.xmu.edu.cn.		86400	IN	A	210.34.218.165
dj.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
djsz.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
dk.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dl.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dm.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dmc.xmu.edu.cn.		86400	IN	A	210.34.5.216
dme.xmu.edu.cn.		86400	IN	CNAME	vhost-l1.xmu.edu.cn.
dn.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dnp.xmu.edu.cn.		86400	IN	CNAME	webplus-s2.xmu.edu.cn.
dns1.xmu.edu.cn.	86400	IN	A	210.34.0.15
dns2.xmu.edu.cn.	86400	IN	AAAA	2001:da8:e800::15
dnstesting.xmu.edu.cn.	86400	IN	A	210.34.0.14
do.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
doc.xmu.edu.cn.		86400	IN	A	210.34.0.29
dog.xmu.edu.cn.		86400	IN	A	210.34.0.240
dongqu.xmu.edu.cn.	86400	IN	CNAME	vhost.xmu.edu.cn.
dp.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dpstar.xmu.edu.cn.	86400	IN	CNAME	iredirect11.xmu.edu.cn.
dq.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dr.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
ds.xmu.edu.cn.		86400	IN	A	210.34.0.39
dsp.xmu.edu.cn.		86400	IN	A	59.77.9.10
dspace.xmu.edu.cn.	86400	IN	A	210.34.4.6
dt.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
du.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dv.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dw.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dwbs.xmu.edu.cn.	86400	IN	A	222.76.201.157
dwdx.xmu.edu.cn.	86400	IN	CNAME	webplus-s3.xmu.edu.cn.
dwsm.xmu.edu.cn.	86400	IN	A	222.76.201.157
dx.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dy.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
dyh.xmu.edu.cn.		86400	IN	CNAME	webnt.xmu.edu.cn.
dz.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
ea.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
eb.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
ec.xmu.edu.cn.		86400	IN	CNAME	webplus.xmu.edu.cn.
ecard.xmu.edu.cn.	86400	IN	CNAME	webplus-s3.xmu.edu.cn.
ecardfw.xmu.edu.cn.	86400	IN	A	59.77.24.66
ecardservice.xmu.edu.cn. 86400	IN	A	59.77.37.169
ecobase.xmu.edu.cn.	86400	IN	A	210.34.5.37
ecommerce.xmu.edu.cn.	86400	IN	A	210.34.5.10
econ.xmu.edu.cn.	86400	IN	A	121.192.176.17
economic.xmu.edu.cn.	86400	IN	CNAME	soe.xmu.edu.cn.
economics.xmu.edu.cn.	86400	IN	A	222.76.201.79
ed.xmu.edu.cn.		86400	IN	CNAME	length.xmu.edu.cn.
eda.xmu.edu.cn.		86400	IN	A	210.34.16.62
www.eda.xmu.edu.cn.	86400	IN	CNAME	eda.xmu.edu.cn.
edf.xmu.edu.cn.		86400	IN	CNAME	vhost.xmu.edu.cn.
edp.xmu.edu.cn.		86400	IN	A	222.76.201.152
